line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
1653;dhg;Dhangu;Dhangu language;;aus-yol;Yolngu;;;;Latn;;
1654;dhi;Dhimal;Dhimal language;;;;;;;;
1655;dhl;Dhalandji;Dhalandji language;;aus-psw;Southwest Pama-Nyungan;;;;Latn;;
1656;dhm;Zemba;Zemba language;;;;;;;;
1657;dhn;Dhanki;Dhanki language;;;;;;;;
1658;dho;Dhodia;Dhodia language;;;;;;;;
1659;dhr;Tharrgari;Tharrgari language;;aus-psw;Southwest Pama-Nyungan;;;;Latn;Dhargari;
1660;dhs;Dhaiso;Dhaiso language;;;;;;;;
1661;dhu;Dhurga;Dhurga language;;;;;;;;
1662;dhv;Drehu;Drehu language;;poz-occ;Central-Eastern Oceanic;;;;;;
1663;dhw;Danuwar;Danuwar language;;inc;Indo-Aryan;;;;Deva;Danwar,Dhanwar,Rai;
1664;dhx;Dhungaloo;Dhungaloo language;;;;;;;;
1665;dia;Dia;Dia language;;qfa-tor;Torricelli;;;;;;
1666;dib;South Central Dinka;South Central Dinka language;;sdv;Eastern Sudanic;;;;;;
1667;dic;Lakota Dida;Lakota Dida language;;;;;;;;
1668;did;Didinga;Didinga language;;sdv;Eastern Sudanic;;;;;;
1669;dif;Dieri;Dieri language;;aus-kar;Karnic;;;;Latn;Diyari,Dirari;
1670;dig;Digo;Digo language;;bnt;Bantu;;;;Latn;Chidigo;
1671;dih;Kumiai;Kumiai language;;nai-yuc;Yuman-Cochimí;;;;Latn;Kumeyaay,Diegueño;
1672;dii;Dimbong;Dimbong language;;;;;;;;
1673;dij;Dai;Dai language;;;;;;;;
1674;dik;Southwestern Dinka;Southwestern Dinka language;;sdv;Eastern Sudanic;;;;;;
1675;dil;Dilling;Dilling language;;nub;Nubian;;;;Latn;;
1676;dim;Dime;Dime language;;omv;Omotic;;;;;;
1677;din;Dinka;Dinka language;;sdv;Eastern Sudanic;;;;Latn;;
1678;dio;Dibo;Dibo language;;;;;;;;
1679;dip;Northeastern Dinka;Northeastern Dinka language;;sdv;Eastern Sudanic;;;;;;
1680;dir;Dirim;Dirim language;;;;;;;;
1681;dis;Dimasa;Dimasa language;;sit;Sino-Tibetan;;;;Latn,Beng;;
1682;diu;Gciriku;Gciriku language;;bnt;Bantu;;;;;Rumanyo,Dirico,Dciriku,Diriku,Rugciriku;
1683;diw;Northwestern Dinka;Northwestern Dinka language;;sdv;Eastern Sudanic;;;;;;
1684;dix;Dixon Reef;Dixon Reef language;;poz-vnc;North-Central Vanuatu;;;;;;
1685;diy;Diuwe;Diuwe language;;;;;;;;
1686;diz;Ding;Ding language;;;;;;;;
1687;dja;Djadjawurrung;Djadjawurrung language;;aus-pam;Pama-Nyungan;;;;;Dja dja wurrung;
1688;djb;Djinba;Djinba language;;aus-yol;Yolngu;;;;Latn;;
1689;djc;Dar Daju Daju;Dar Daju Daju language;;sdv;Eastern Sudanic;;;;;;
1690;djd;Jaminjung;Jaminjung language;;;;;;Latn;Djamindjung;
1691;dje;Zarma;Zarma language;;;;;;;;
1692;djf;Djangun;Djangun language;;;;;;;;
1693;dji;Djinang;Djinang language;;;;;;;;
1694;djj;Ndjébbana;Ndjébbana language;;aus-arn;Arnhem;;;;Latn;Djeebbana;
1695;djk;Aukan;Aukan language;;crp;creole or pidgin;;;;Latn,Afak;Ndyuka;
1696;djl;Djiwarli;Djiwarli language;;aus-psw;Southwest Pama-Nyungan;;;;Latn;;
1697;djm;Jamsay;Jamsay language;;qfa-dgn;Dogon;;;;Latn;Jamsay Dogon,Jamsai;
1698;djn;Djauan;Djauan language;;aus-gun;Gunwinyguan;;;;Latn;;
1699;djo;Jangkang;Jangkang language;;;;;;;;
1700;djr;Djambarrpuyngu;Djambarrpuyngu language;;aus-yol;Yolngu;;;;Latn;;
1701;dju;Kapriman;Kapriman language;;;;;;;;
1702;djw;Djawi;Djawi language;;;;;;;;
1703;dka;Dakpa;Dakpa language;;tbq;Tibeto-Burman;;;;Tibt;Dakpakha,Takpa,Tawang Monpa;
1704;dkk;Dakka;Dakka language;;;;;;;;
1705;dkr;Kuijau;Kuijau language;;;;;;;;
1706;dks;Southeastern Dinka;Southeastern Dinka language;;;;;;;;
1707;dkx;Mazagway;Mazagway language;;;;;;;;
1708;dlg;Dolgan;Dolgan language;;trk;Turkic;;;;Cyrl;;
1709;dlk;Dahalik;Dahalik language;;;;;;;;
1710;dlm;Dalmatian;Dalmatian language;;roa;Romance;;;;Latn;Dalmatic;
1711;dln;Darlong;Darlong language;;;;;;;;
1712;dma;Duma;Duma language;;bnt;Bantu;;;;Latn;;
1713;dmb;Mombo Dogon;Mombo Dogon language;;qfa-dgn;Dogon;;;;Latn;;
1714;dmc;Gavak;Gavak language;;ngf;Trans-New Guinea;;;;Latn;Bosiken,Boskien,Dimir,Dimer;
1715;dmd;Madhi Madhi;Madhi Madhi language;;aus-pam;Pama-Nyungan;;;;Latn;Madhi-Madhi,Madi Madi,Madi-Madi,Muthimuthi;
1716;dme;Dugwor;Dugwor language;;;;;;;;
1717;dmg;Upper Kinabatangan;Upper Kinabatangan language;;;;;;;;
1718;dmk;Domaaki;Domaaki language;;inc-dar;Dardic;;;;;;
1719;dml;Dameli;Dameli language;;;;;;;;
1720;dmm;Dama;Dama language;;;;;;;;
1721;dmo;Kemezung;Kemezung language;;nic-bod;Bantoid;;;;Latn;;
1722;dmr;East Damar;East Damar language;;plf;Central Malayo-Polynesian;;;;;;
1723;dms;Dampelas;Dampelas language;;;;;;;;
1724;dmu;Dubu;Dubu language;;;;;;;;
1725;dmv;Dumpas;Dumpas language;;;;;;;;
1726;dmw;Mudburra;Mudburra language;;;;;;Latn;Mudbura;
1727;dmx;Dema;Dema language;;;;;;;;
1728;dmy;Demta;Demta language;;;;;;;;
1729;dna;Upper Grand Valley Dani;Upper Grand Valley Dani language;;;;;;;;
1730;dnd;Daonda;Daonda language;;;;;;;;
1731;dne;Ndendeule;Ndendeule language;;;;;;;;
1732;dng;Dungan;Dungan language;;zhx;Sinitic;;;;Cyrl;;
1733;dni;Lower Grand Valley Dani;Lower Grand Valley Dani language;;;;;;;;
1734;dnj;Dan;Dan language;;dmn;Mande;;;;Latn;;
1735;dnk;Dengka;Dengka language;;plf;Central Malayo-Polynesian;;;;;;
1736;dnn;Dzuun;Dzuun language;;dmn;Mande;;;;;Dzùùn,Dzuungoo,Dzùùngoo;
1737;dnr;Danaru;Danaru language;;;;;;;;
1738;dnt;Mid Grand Valley Dani;Mid Grand Valley Dani language;;;;;;;;
1739;dnu;Danau;Danau language;;aav;Austro-Asiatic;;;;;;
1740;dnv;Danu;Danu language;;tbq;Tibeto-Burman;;;;;;
1741;dnw;Western Dani;Western Dani language;;;;;;;;
1742;dny;Dení;Dení language;;auf;Arauan;;;;Latn;;
1743;doa;Dom;Dom language;;;;;;;;
1744;dob;Dobu;Dobu language;;poz-ocw;Western Oceanic;;;;;;
1745;doc;Northern Kam;Northern Kam language;;qfa-tak;Tai-Kadai;;;;Latn;Northern Gam,Northern Dong;
1746;doe;Doe;Doe language;;bnt;Bantu;;;;Latn;;
1747;dof;Domu;Domu language;;;;;;;;
1748;doh;Dong;Dong language;;;;;;;;
1749;doi;Dogri;Dogri language;;inc-pah;Pahari;;;;Deva,Takr,fa-Arab;;
1750;dok;Dondo;Dondo language;;;;;;;;
1751;dol;Doso;Doso language;;;;;;;;
1752;don;Doura;Doura language;;poz-ocw;Western Oceanic;;;;;;
1753;doo;Dongo;Dongo language;;nic-ubg;Ubangian;;;;Latn;;
1754;dop;Lukpa;Lukpa language;;;;;;;;
1755;doq;Dominican Sign Language;Dominican Sign Language;;sgn;sign;;;;;;
1756;dor;Dori'o;Dori'o language;;poz-sls;Southeast Solomonic;;;;;;
1757;dos;Dogosé;Dogosé language;;;;;;;;
1758;dot;Dass;Dass language;;cdc-wst;West Chadic;;;;Latn;;
1759;dov;Dombe;Dombe language;;;;;;;;
1760;dow;Doyayo;Doyayo language;;;;;;;;
1761;dox;Bussa;Bussa language;;cus;Cushitic;;;;;;
1762;doy;Dompo;Dompo language;;;;;;;;
1763;doz;Dorze;Dorze language;;omv;Omotic;;;;Latn;;
1764;dpp;Papar;Papar language;;;;;;;;
1765;dra-mkn;Nadugannada;Nadugannada language;;dra;Dravidian;;;exceptional;Knda;Middle Kannada;
1766;dra-okn;Halegannada;Halegannada language;;dra;Dravidian;;;exceptional;Knda;Old Kannada;
1767;dra-pro;Proto-Dravidian;Proto-Dravidian language;reconstructed;dra;Dravidian;;;exceptional;Latinx;;
1768;drb;Dair;Dair language;;;;;;;;
1769;drc;Minderico;Minderico language;;roa;Romance;;;;Latn;;
1770;drd;Darmiya;Darmiya language;;sit;Sino-Tibetan;;;;;;
1771;drg;Rungus;Rungus language;;;;;;;;
1772;dri;Lela;Lela language;;nic-knj;Kainji;;;;Latn;C'lela,C'Lela,Chilela;
1773;drl;Baagandji;Baagandji language;;aus-pam;Pama-Nyungan;;;;Latn;Darling,Bandjigali;
1774;drn;West Damar;West Damar language;;plf;Central Malayo-Polynesian;;;;;;
1775;dro;Daro-Matu Melanau;Daro-Matu Melanau language;;;;;;;;
1776;drq;Dura;Dura language;;;;;;;;
1777;drr;Dororo;Dororo language;;poz-ocw;Western Oceanic;;;;;;
1778;drs;Gedeo;Gedeo language;;cus;Cushitic;;;;;;
1779;dru;Rukai;Rukai language;;map;Austronesian;;;;Latn;;
1780;dru-pro;Proto-Rukai;Proto-Rukai language;reconstructed;map;Austronesian;;;exceptional;Latinx;;
1781;dry;Darai;Darai language;;;;;;;;
1782;dsb;Lower Sorbian;Lower Sorbian language;;wen;Sorbian;sortkey;;;Latn;Lower Lusatian,Lower Wendish;standard characters
1783;dse;Dutch Sign Language;Dutch Sign Language;;sgn;sign;;;;;;
1784;dsh;Daasanach;Daasanach language;;cus;Cushitic;;;;;;
1785;dsi;Disa;Disa language;;;;;;;;
1786;dsl;Danish Sign Language;Danish Sign Language;;sgn;sign;;;;;;
1787;dsn;Dusner;Dusner language;;poz-hce;Halmahera-Cenderawasih;;;;Latn;;
1788;dso;Desiya;Desiya language;;inc;Indo-Aryan;;;;Orya;;
1789;dsq;Tadaksahak;Tadaksahak language;;;;;;;;
1790;dta;Daur;Daur language;;xgn;Mongolic;;;;;;
1791;dtb;Labuk-Kinabatangan Kadazan;Labuk-Kinabatangan Kadazan language;;;;;;;;
1792;dtd;Ditidaht;Ditidaht language;;wak;Wakashan;;;;Latn;Diitidaht;
1793;dth;Adithinngithigh;Adithinngithigh language;;;;;;;;
1794;dti;Ana Tinga Dogon;Ana Tinga Dogon language;;qfa-dgn;Dogon;;;;Latn;;
1795;dtk;Tene Kan Dogon;Tene Kan Dogon language;;qfa-dgn;Dogon;;;;Latn;;
1796;dtm;Tomo Kan Dogon;Tomo Kan Dogon language;;qfa-dgn;Dogon;;;;Latn;;
1797;dto;Tommo So;Tommo So language;;qfa-dgn;Dogon;;;;Latn;Tommo So Dogon;
1798;dtp;Central Dusun;Central Dusun language;;poz-san;Sabahan;;;;Latn;;
1799;dtr;Lotud;Lotud language;;;;;;;;
1800;dts;Toro So Dogon;Toro So Dogon language;;qfa-dgn;Dogon;;;;Latn;;
1801;dtt;Toro Tegu Dogon;Toro Tegu Dogon language;;qfa-dgn;Dogon;;;;Latn;;
1802;dtu;Tebul Ure Dogon;Tebul Ure Dogon language;;qfa-dgn;Dogon;;;;Latn;;
1803;dty;Doteli;Doteli language;;inc-pah;Pahari;;;;Deva;Dotyali;
1804;dua;Duala;Duala language;;bnt;Bantu;;;;Latn;;
1805;dub;Dubli;Dubli language;;;;;;;;
1806;duc;Duna;Duna language;;;;;;;;
1807;dud;Duka;Duka language;;nic-bco;Benue-Congo;;;;;Saare,Hun-Saare;
1808;due;Umiray Dumaget Agta;Umiray Dumaget Agta language;;phi;Philippine;;;;Latn;;
1809;duf;Dumbea;Dumbea language;;poz-cln;New Caledonian;;;;;;
1810;dug;Chiduruma;Chiduruma language;;;;;;;;
1811;duh;Dungra Bhil;Dungra Bhil language;;inc;Indo-Aryan;;;;Deva,Gujr;;
1812;dui;Dumun;Dumun language;;;;;;;;
1813;duk;Uyajitaya;Uyajitaya language;;;;;;;;
1814;dul;Alabat Island Agta;Alabat Island Agta language;;phi;Philippine;;;;;;
1815;dum;Middle Dutch;Middle Dutch language;;gmw;West Germanic;;autodetect;;Latn;;
1816;dun;Dusun Deyah;Dusun Deyah language;;;;;;;;
1817;duo;Dupaningan Agta;Dupaningan Agta language;;phi;Philippine;;;;Latn;Dupaninan Agta,Dupaningan,Dupaninan;
1818;dup;Duano;Duano language;;poz-mly;Malayic;;;;Latn;;
1819;duq;Dusun Malang;Dusun Malang language;;;;;;;;
1820;dur;Dii;Dii language;;;;;;;;
1821;dus;Dumi;Dumi language;;;;;;;;
1822;duu;Drung;Drung language;;sit;Sino-Tibetan;;;;;Derung,Dulong,Trung;
1823;duv;Duvle;Duvle language;;paa-lkp;Lakes Plain;;;;Latn;;
1824;duw;Dusun Witu;Dusun Witu language;;;;;;;;
1825;dux;Duun;Duun language;;dmn;Mande;;;;;Duungooma;
1826;duy;Dicamay Agta;Dicamay Agta language;;phi;Philippine;;;;Latn;;
1827;duz;Duli;Duli language;;;;;;;Duli-Gey,Duli-Gewe;
1828;dv;Dhivehi;Dhivehi language;;inc;Indo-Aryan;;;;Thaa;Divehi,Mahal,Mahl,Maldivian;
1829;dva;Duau;Duau language;;poz-ocw;Western Oceanic;;;;;;
1830;dwa;Diri;Diri language;;;;;;;;
1831;dwr;Dawro;Dawro language;;;;;;;;
1832;dwu;Dhuwal;Dhuwal language;;aus-yol;Yolngu;;;;Latn;Gumatj,Dual,Duala,Datiwuy,Wulamba,Liyagawumirr,Marrangu,Djampbarrpuyŋu,Gupapuyngu,Dhay'yi,Dayi,Dhalwangu;
1833;dww;Dawawa;Dawawa language;;poz-ocw;Western Oceanic;;;;;;
1834;dwy;Dhuwaya;Dhuwaya language;;aus-yol;Yolngu;;;;Latn;;
1835;dya;Dyan;Dyan language;;;;;;;;
1836;dyb;Dyaberdyaber;Dyaberdyaber language;;;;;;;;
1837;dyd;Dyugun;Dyugun language;;;;;;;;
1838;dyg;Villa Viciosa Agta;Villa Viciosa Agta language;;phi;Philippine;;;;Latn;;
1839;dyi;Djimini;Djimini language;;;;;;;Djimini Senoufo,Jimini,Jinmini;
1840;dym;Yanda Dogon;Yanda Dogon language;;qfa-dgn;Dogon;;;;Latn;Yanda,Yanda Dom,Yanda Dom Dogon;
1841;dyn;Dyangadi;Dyangadi language;;aus-cww;Central New South Wales;;;;Latn;;
1842;dyo;Jola-Fonyi;Jola-Fonyi language;;;;;;;Diola-Fogny,Jola,Joola,Diola;
1843;dyu;Dyula;Dyula language;;dmn;Mande;;;;Latn;;
1844;dyy;Dyaabugay;Dyaabugay language;;;;;;;;
1845;dz;Dzongkha;Dzongkha language;;tbq;Tibeto-Burman;;;;Tibt;;
1846;dza;Tunzu;Tunzu language;;nic-knj;Kainji;;;;;Duguza;
1847;dzg;Dazaga;Dazaga language;;ssa-sah;Saharan;;;;;Daza,Dasaga;
1848;dzl;Dzala;Dzala language;;tbq;Tibeto-Burman;;;;Tibt;Dzalakha,Dzalamat,Yangtsebikha;
1849;dzn;Dzando;Dzando language;;;;;;;;
1850;ebg;Ebughu;Ebughu language;;nic-bco;Benue-Congo;;;;Latn;;
1851;ebk;Eastern Bontoc;Eastern Bontoc language;;phi;Philippine;;;;;Eastern Bontok;
1852;ebo;Teke-Ebo;Teke-Ebo language;;;;;;;;
1853;ebr;Ebrié;Ebrié language;;alv-kwa;Kwa;;;;Latn;;
1854;ebu;Embu;Embu language;;bnt;Bantu;;;;Latn;;
1855;ecr;Eteocretan;Eteocretan language;;;;;;Grek;;
1856;ecs;Ecuadorian Sign Language;Ecuadorian Sign Language;;sgn;sign;;;;;;
1857;ecy;Eteocypriot;Eteocypriot language;;;;;;Cprt;;
1858;ee;Ewe;Ewe language;;alv-von;Volta-Niger;;;;Latn;;
1859;eee;E;E language;;qfa-mix;mixed;;;;Hani,Latn;Kjang E;
1860;efa;Efai;Efai language;;;;;;;;
1861;efe;Efe;Efe language;;;;;;;;
1862;efi;Efik;Efik language;;nic-bco;Benue-Congo;;;;Latn;;
1863;ega;Ega;Ega language;;;;;;;;
1864;egl;Emilian;Emilian language;;roa;Romance;;;;Latn;Emiliano;
1865;ego;Eggon;Eggon language;;;;;;;;
1866;egx-dem;Demotic;Demotic language;;egx;Egyptian;;;exceptional;Latinx,Egyd;Demotic Egyptian,Enchorial;
1867;egy;Egyptian;Egyptian language;;egx;Egyptian;;;;Latinx,Egyp,Egyd;Ancient Egyptian;
1868;ehu;Ehueun;Ehueun language;;alv-edo;Edoid;;;;Latn;;
1869;eip;Eipomek;Eipomek language;;ngf;Trans-New Guinea;;;;Latn;;
1870;eit;Eitiep;Eitiep language;;qfa-tor;Torricelli;;;;Latn;;
1871;eiv;Askopan;Askopan language;;;;;;;;
1872;eja;Ejamat;Ejamat language;;;;;;;;
1873;eka;Ekajuk;Ekajuk language;;nic-bod;Bantoid;;;;Latn;;
1874;eke;Ekit;Ekit language;;;;;;;;
1875;ekg;Ekari;Ekari language;;ngf;Trans-New Guinea;;;;Latn;;
1876;eki;Eki;Eki language;;;;;;;;
1877;ekl;Kolhe;Kolhe language;;;;;;;Kol,Kol (Bangladesh);
1878;ekm;Elip;Elip language;;nic-bod;Bantoid;;;;Latn;;
1879;eko;Koti;Koti language;;bnt;Bantu;;;;Latn;;
1880;ekp;Ekpeye;Ekpeye language;;alv-von;Volta-Niger;;;;Latn;;
1881;ekr;Yace;Yace language;;;;;;;;
1882;eky;Eastern Kayah;Eastern Kayah language;;kar;Karen;;;;Kali;;
1883;ell;Greek;Greek language;;grk;Hellenic;sortkey;;;Grek,Brai;Modern Greek,Neo-Hellenic;standard characters
1884;ele;Elepi;Elepi language;;qfa-tor;Torricelli;;;;Latn;;
1885;elh;El Hugeirat;El Hugeirat language;;;;;;;;
1886;eli;Nding;Nding language;;;;;;;;
1887;elk;Elkei;Elkei language;;qfa-tor;Torricelli;;;;Latn;;
1888;elm;Eleme;Eleme language;;nic-bco;Benue-Congo;;;;Latn;;
1889;elo;El Molo;El Molo language;;cus;Cushitic;;;;;;
1890;elu;Elu;Elu language;;poz-aay;Admiralty Islands;;;;;;
1891;elu-prk;Helu;Helu language;;inc;Indo-Aryan;;;exceptional;Brah;Hela,Elu Prakrit,Helu Prakrit,Hela Prakrit,Eḷu;
1892;elx;Elamite;Elamite language;;qfa-iso;isolate;;;;Xsux;;
1893;ema;Emai;Emai language;;alv-edo;Edoid;;;;Latn;Aoma,Ora,Emai-Iuleha-Ora;
1894;emb;Embaloh;Embaloh language;;;;;;;Maloh,Malo,Matoh,Mbaloh,Memaloh,Palin,Pari,Sangau,Sanggau,Kalis;
1895;eme;Emerillon;Emerillon language;;tup-gua;Tupi-Guarani;;;;Latn;Emerilon,Emerion,Mereo,Melejo,Mereyo,Teco;
1896;emg;Eastern Meohang;Eastern Meohang language;;;;;;;;
1897;emi;Mussau-Emira;Mussau-Emira language;;poz-ocw;Western Oceanic;;;;Latn;;
1898;emk;Eastern Maninkakan;Eastern Maninkakan language;;;;;;;;
1899;emm;Mamulique;Mamulique language;;;;;;;;
1900;emn;Eman;Eman language;;nic-bod;Bantoid;;;;Latn;;
1901;emp;Northern Emberá;Northern Emberá language;;sai-chc;Chocoan;;;;Latn;;
1902;ems;Alutiiq;Alutiiq language;;ypk;Yupik;;;;Latn;;
1903;emu;Eastern Muria;Eastern Muria language;;dra;Dravidian;;;;;;
1904;emw;Emplawas;Emplawas language;;;;;;;;
1905;emx;Erromintxela;Erromintxela language;;;;;;;;
1906;emy;Epigraphic Mayan;Epigraphic Mayan language;;myn;Mayan;;;;Maya;Classic Ch'olti'an,Ch'olti';
1907;en;English;English language;;gmw;West Germanic;sortkey;;;Latn,Brai,Shaw,Dsrt;Modern English,New English,Hawaiian Creole English,Hawai'ian Creole English,Hawaiian Creole,Hawai'ian Creole,Polari,Yinglish;standard characters
1908;ena;Apali;Apali language;;;;;;;;
1909;enb;Markweeta;Markweeta language;;sdv;Eastern Sudanic;;;;;;
1910;enc;En;En language;;;;;;;;
1911;end;Ende;Ende language;;plf;Central Malayo-Polynesian;;;;Latn;;
1912;enf;Forest Enets;Forest Enets language;;;;;;;;
1913;enh;Tundra Enets;Tundra Enets language;;;;;;;;
1914;enl;Enlhet;Enlhet language;;;;;;;Lengua;
1915;enm;Middle English;Middle English language;;gmw;West Germanic;;autodetect;;Latn;Medieval English,Mediaeval English;
1916;enn;Engenni;Engenni language;;alv-edo;Edoid;;;;Latn;;
1917;eno;Enggano;Enggano language;;poz;Malayo-Polynesian;;;;;;
1918;enq;Enga;Enga language;;;;;;;;
1919;enr;Emem;Emem language;;;;;;;;
1920;enu;Enu;Enu language;;tbq-lol;Loloish;;;;;;
1921;env;Enwan;Enwan language;;alv-edo;Edoid;;;;Latn;;
1922;enw;Enwang;Enwang language;;nic-bco;Benue-Congo;;;;;Enwan;
1923;enx;Enxet;Enxet language;;;;;;;Lengua;
1924;eo;Esperanto;Esperanto language;;art;constructed;sortkey;;;Latn;;
1925;eot;Eotile;Eotile language;;alv-kwa;Kwa;;;;Latn;Beti;
1926;epi;Epie;Epie language;;alv-edo;Edoid;;;;Latn;;
1927;era;Eravallan;Eravallan language;;dra;Dravidian;;;;;;
1928;erg;Sie;Sie language;;;;;;;;
1929;erh;Eruwa;Eruwa language;;alv-edo;Edoid;;;;Latn;;
1930;eri;Ogea;Ogea language;;;;;;Latn;Erima;
1931;erk;South Efate;South Efate language;;poz-vnc;North-Central Vanuatu;;;;Latn;Efate,Vate,Vaté;
1932;ero;Horpa;Horpa language;;sit;Sino-Tibetan;;;;;Ergong,Danba,Stau,rTau,Rtau,Daofuhua,Bawang,Bopa,Dawu,Geshitsa,Geshiza,Geshizahua,Hor,Huo'er,Hórsók,Nyagrong-Minyag,Pawang,Rgu,Western rGyalrong,Western Gyarong,Western Jiarong,Xinlong-Muya;
1933;err;Erre;Erre language;;;;;;;;
1934;ers;Ersu;Ersu language;;sit-qia;Qiangic;;;;Latn;Duoxu,Erhsu;
1935;ert;Eritai;Eritai language;;;;;;;;
1936;erw;Erokwanas;Erokwanas language;;poz-hce;Halmahera-Cenderawasih;;;;;;
1937;spa;Spanish;Spanish language;;roa;Romance;sortkey;;;Latn,Brai;Castilian,Amazonian Spanish,Amazonic Spanish,Loreto-Ucayali Spanish;standard characters
1938;ese;Ese Ejja;Ese Ejja language;;sai-tac;Tacanan;;;;;Tiatinagua;
1939;esh;Eshtehardi;Eshtehardi language;;ira-wes;Western Iranian;;;;fa-Arab;;
1940;esi;North Alaskan Inupiatun;North Alaskan Inupiatun language;;esx-inu;Inuit;;;;Latn;;
1941;esk;Northwest Alaska Inupiatun;Northwest Alaska Inupiatun language;;esx-inu;Inuit;;;;;;
1942;esl;Egyptian Sign Language;Egyptian Sign Language;;sgn;sign;;;;;;
1943;esm;Esuma;Esuma language;;alv-kwa;Kwa;;;;Latn;;
1944;esn;Salvadoran Sign Language;Salvadoran Sign Language;;sgn;sign;;;;;;
1945;eso;Estonian Sign Language;Estonian Sign Language;;sgn;sign;;;;;;
1946;esq;Esselen;Esselen language;;;;;;;;
1947;ess;Central Siberian Yupik;Central Siberian Yupik language;;ypk;Yupik;;;;Cyrl;Central Siberian Yup'ik,St. Lawrence Yupik,St. Lawrence Yup'ik,St. Lawrence Eskimo,Siberian Yupik,Siberian Yup'ik,Siberian Yupik Eskimo,Siberian Yup'ik Eskimo,St. Lawrence Island Eskimo,St. Lawrence Island Yupik,St. Lawrence Island Yup'ik;
1948;esu;Yup'ik;Yup'ik language;;ypk;Yupik;;;;Latn;;
1949;esx-esk-pro;Proto-Eskimo;Proto-Eskimo language;reconstructed;esx-esk;Eskimo;;;exceptional;Latinx;;
1950;esx-inu-pro;Proto-Inuit;Proto-Inuit language;reconstructed;esx-inu;Inuit;;;exceptional;Latinx;;
1951;esx-pro;Proto-Eskimo-Aleut;Proto-Eskimo-Aleut language;reconstructed;esx;Eskimo-Aleut;;;exceptional;Latinx;;
1952;esy;Eskayan;Eskayan language;;art;constructed;;;;Latn;;
1953;et;Estonian;Estonian language;;fiu-fin;Finnic;;;;Latn;;
1954;etb;Etebi;Etebi language;;;;;;;;
1955;etc;Etchemin;Etchemin language;;alg;Algonquian;;;;Latn;;
1956;eth;Ethiopian Sign Language;Ethiopian Sign Language;;sgn;sign;;;;;;
1957;etn;Eton (Vanuatu);Eton (Vanuatu) language;;poz-oce;Oceanic;;;;;Eton;
1958;eto;Eton (Cameroon);Eton (Cameroon) language;;bnt;Bantu;;;;Latn;Eton;
1959;etr;Edolo;Edolo language;;;;;;;;
1960;ets;Yekhee;Yekhee language;;alv-edo;Edoid;;;;Latn;Afenmai,Afemai,Etsako;
1961;ett;Etruscan;Etruscan language;;qfa-tyn;Tyrsenian;;;;Ital;;
1962;etu;Ejagham;Ejagham language;;nic-bod;Bantoid;;;;Latn;;
1963;etx;Eten;Eten language;;;;;;;;
1964;etz;Semimi;Semimi language;;;;;;;;
1965;eu;Basque;Basque language;;euq;Vasconic;;;;Latn;Euskara;
1966;euq-pro;Proto-Basque;Proto-Basque language;reconstructed;euq;Vasconic;;;exceptional;Latinx;Proto-Vasconic;
1967;eve;Even;Even language;;tuw;Tungusic;;autodetect;;Cyrl,Latn;;
1968;evh;Uvbie;Uvbie language;;alv-edo;Edoid;;;;Latn;;
1969;evn;Evenki;Evenki language;;tuw;Tungusic;;autodetect;;Cyrl;;
1970;ewo;Ewondo;Ewondo language;;bnt;Bantu;;;;Latn;;
1971;ext;Extremaduran;Extremaduran language;;roa;Romance;;;;Latn;;
1972;eya;Eyak;Eyak language;;xnd;Na-Dene;;;;;;
1973;eyo;Keiyo;Keiyo language;;sdv;Eastern Sudanic;;;;;;
1974;eza;Ezaa;Ezaa language;;alv-von;Volta-Niger;;;;;Ezza,Eza;
1975;eze;Uzekwe;Uzekwe language;;nic-bco;Benue-Congo;;;;Latn;;
1976;fa;Persian;Persian language;;ira-wes;Western Iranian;;autodetect;;fa-Arab;Farsi,New Persian,Modern Persian,Western Persian,Iranian Persian,Eastern Persian,Dari,Aimaq,Aimak,Aymaq,Eimak;
1977;faa;Fasu;Fasu language;;;;;;Latn;Namumi,Namome,Namo Me,Kaipu,Kaibu,Some;
1978;fab;Annobonese;Annobonese language;;crp;creole or pidgin;;;;Latn;Fa d'Ambu;
1979;fad;Wagi;Wagi language;;ngf;Trans-New Guinea;;;;Latn;;
1980;faf;Fagani;Fagani language;;poz-sls;Southeast Solomonic;;;;Latn;Faghani;
1981;fag;Finongan;Finongan language;;ngf-fin;Finisterre;;;;Latn;;
1982;fah;Baissa Fali;Baissa Fali language;;;;;;;;
1983;fai;Faiwol;Faiwol language;;;;;;;;
1984;faj;Faita;Faita language;;;;;;;;
1985;fak;Fang (Cameroon);Fang (Cameroon) language;;nic-bod;Bantoid;;;;Latn;Fang;
1986;fal;South Fali;South Fali language;;;;;;;;
1987;fam;Fam;Fam language;;nic-bod;Bantoid;;;;Latn;;
1988;fan;Fang (Guinea);Fang (Guinea) language;;bnt;Bantu;;;;Latn;Pahouin,Fang (Equatorial Guinea),Fang;
1989;fap;Palor;Palor language;;;;;;;;
1990;far;Fataleka;Fataleka language;;poz-sls;Southeast Solomonic;;;;Latn;;
1991;fau;Fayu;Fayu language;;paa-lkp;Lakes Plain;;;;Latn;;
1992;fax;Fala;Fala language;;roa;Romance;;;;Latn;;
1993;fay;Southwestern Fars;Southwestern Fars language;;ira-wes;Western Iranian;;;;;;
